1.000000000000000000e+01,1.390000000000000000e+02,4.400000000000000000e+01,9.900000000000000000e+01,1.120000000000000000e+02,9.400000000000000000e+03,3.300000000000000000e+01,4.300000000000000000e+01,9.000000000000000000e+00,3.500000000000000000e+01,6.500000000000000000e+00,5.500000000000000000e+00,1.774000000000000000e+03,1.422000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+01,6.000000000000000000e+00,4.900340727999999757e+01,5.142703644551980346e+01,5.163647739000000314e+01,5.513180331313439808e+01
6.000000000000000000e+00,1.000000000000000000e+02,3.600000000000000000e+01,9.500000000000000000e+01,1.100000000000000000e+02,7.300000000000000000e+03,1.800000000000000000e+01,2.400000000000000000e+01,1.200000000000000000e+01,2.700000000000000000e+01,3.600000000000000089e+00,7.099999999999999645e+00,6.480000000000000000e+02,2.319000000000000000e+03,5.000000000000000000e-01,2.500000000000000000e+00,-3.500000000000000000e+00,5.500000000000000000e+00,5.764448644000000144e+01,5.874457044702320019e+01,1.582597638000000018e+01,1.679480916560790149e+01
1.200000000000000000e+01,1.940000000000000000e+02,4.300000000000000000e+01,5.000000000000000000e+01,1.860000000000000000e+02,6.500000000000000000e+03,2.900000000000000000e+01,1.300000000000000000e+01,2.200000000000000000e+01,1.600000000000000000e+01,9.000000000000000000e+00,6.799999999999999822e+00,3.483000000000000000e+03,1.896000000000000000e+03,5.000000000000000000e-01,5.000000000000000000e-01,-1.900000000000000000e+01,1.650000000000000000e+01,2.866722632000000104e+01,3.602656472574160063e+01,5.162834902000000170e+01,5.961148036936820205e+01
1.200000000000000000e+01,1.360000000000000000e+02,4.100000000000000000e+01,7.700000000000000000e+01,1.610000000000000000e+02,4.500000000000000000e+03,6.000000000000000000e+00,1.600000000000000000e+01,4.500000000000000000e+01,3.600000000000000000e+01,6.299999999999999822e+00,6.799999999999999822e+00,1.945000000000000000e+03,2.035000000000000000e+03,1.000000000000000000e+00,2.500000000000000000e+00,-7.500000000000000000e+00,1.750000000000000000e+01,3.841334486000000226e+01,4.359620038981140056e+01,5.159569428999999730e+01,5.500955995659479925e+01
8.000000000000000000e+00,5.000000000000000000e+01,1.900000000000000000e+01,9.400000000000000000e+01,1.530000000000000000e+02,1.000000000000000000e+03,2.100000000000000000e+01,1.100000000000000000e+01,3.900000000000000000e+01,3.100000000000000000e+01,9.800000000000000711e+00,5.700000000000000178e+00,4.130000000000000000e+03,1.592000000000000000e+03,2.500000000000000000e+00,5.000000000000000000e+00,-1.500000000000000000e+01,-1.450000000000000000e+01,8.318602019000000070e+00,9.578428072401150573e+00,2.972589315999999826e+01,3.088889863418350146e+01
1.100000000000000000e+01,5.200000000000000000e+01,4.000000000000000000e+01,1.010000000000000000e+02,1.700000000000000000e+02,8.000000000000000000e+03,8.000000000000000000e+00,5.000000000000000000e+00,3.900000000000000000e+01,4.600000000000000000e+01,8.500000000000000000e+00,4.299999999999999822e+00,3.034000000000000000e+03,8.690000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e+00,-8.000000000000000000e+00,-2.500000000000000000e+00,1.310104120999999999e+01,1.564999550067780021e+01,8.497446544000000301e+01,8.672949342350790403e+01
3.000000000000000000e+00,1.910000000000000000e+02,1.300000000000000000e+01,9.700000000000000000e+01,1.260000000000000000e+02,6.600000000000000000e+03,1.700000000000000000e+01,3.900000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+00,3.200000000000000178e+00,2.100000000000000089e+00,4.710000000000000000e+02,2.030000000000000000e+02,5.000000000000000000e+00,4.500000000000000000e+00,-1.500000000000000000e+00,1.550000000000000000e+01,8.272967398000000117e+01,8.367261584136869601e+01,1.860061545000000081e+02,1.871072144412989928e+02
1.200000000000000000e+01,3.000000000000000000e+01,1.800000000000000000e+01,9.800000000000000000e+01,1.840000000000000000e+02,4.900000000000000000e+03,4.400000000000000000e+01,3.200000000000000000e+01,3.900000000000000000e+01,4.400000000000000000e+01,8.500000000000000000e+00,3.700000000000000178e+00,3.540000000000000000e+03,6.160000000000000000e+02,3.500000000000000000e+00,3.000000000000000000e+00,-4.500000000000000000e+00,1.450000000000000000e+01,1.801176863999999966e+01,1.996486523041449956e+01,1.096152170000000012e+02,1.115714977597260003e+02
1.300000000000000000e+01,1.230000000000000000e+02,1.800000000000000000e+01,9.800000000000000000e+01,1.570000000000000000e+02,3.400000000000000000e+03,3.700000000000000000e+01,2.600000000000000000e+01,1.300000000000000000e+01,1.700000000000000000e+01,6.200000000000000178e+00,7.299999999999999822e+00,1.730000000000000000e+03,2.611000000000000000e+03,2.500000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+00,-1.000000000000000000e+01,5.182242815000000036e+01,5.498700111504260235e+01,2.732566914999999952e+01,3.157359316345339906e+01
3.000000000000000000e+00,1.770000000000000000e+02,4.800000000000000000e+01,7.500000000000000000e+01,9.900000000000000000e+01,3.700000000000000000e+03,1.900000000000000000e+01,1.900000000000000000e+01,3.900000000000000000e+01,9.000000000000000000e+00,8.099999999999999645e+00,4.299999999999999822e+00,2.690000000000000000e+03,8.320000000000000000e+02,5.000000000000000000e-01,5.000000000000000000e-01,-1.000000000000000000e+00,-5.000000000000000000e-01,1.347821539999999985e+01,1.426492438402729945e+01,4.463487185999999696e+01,4.571833668957530250e+01
