1.000000000000000000e+01,1.390000000000000000e+02,4.400000000000000000e+01,9.900000000000000000e+01,1.120000000000000000e+02,9.400000000000000000e+03,3.300000000000000000e+01,4.300000000000000000e+01,9.000000000000000000e+00,3.500000000000000000e+01,6.500000000000000000e+00,5.500000000000000000e+00,1.774000000000000000e+03,1.422000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+01,6.000000000000000000e+00,4.900340727999999757e+01,5.142703644551980346e+01,5.163647739000000314e+01,5.513180331313439808e+01
6.000000000000000000e+00,1.000000000000000000e+02,3.600000000000000000e+01,9.500000000000000000e+01,1.100000000000000000e+02,7.300000000000000000e+03,1.800000000000000000e+01,2.400000000000000000e+01,1.200000000000000000e+01,2.700000000000000000e+01,3.600000000000000089e+00,7.099999999999999645e+00,6.480000000000000000e+02,2.319000000000000000e+03,5.000000000000000000e-01,2.500000000000000000e+00,-3.500000000000000000e+00,5.500000000000000000e+00,5.764448644000000144e+01,5.874457044702320019e+01,1.582597638000000018e+01,1.679480916560790149e+01
1.100000000000000000e+01,5.200000000000000000e+01,4.000000000000000000e+01,1.010000000000000000e+02,1.700000000000000000e+02,8.000000000000000000e+03,8.000000000000000000e+00,5.000000000000000000e+00,3.900000000000000000e+01,4.600000000000000000e+01,8.500000000000000000e+00,4.299999999999999822e+00,3.034000000000000000e+03,8.690000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e+00,-8.000000000000000000e+00,-2.500000000000000000e+00,1.310104120999999999e+01,1.564999550067780021e+01,8.497446544000000301e+01,8.672949342350790403e+01
3.000000000000000000e+00,1.910000000000000000e+02,1.300000000000000000e+01,9.700000000000000000e+01,1.260000000000000000e+02,6.600000000000000000e+03,1.700000000000000000e+01,3.900000000000000000e+01,4.500000000000000000e+01,6.000000000000000000e+00,3.200000000000000178e+00,2.100000000000000089e+00,4.710000000000000000e+02,2.030000000000000000e+02,5.000000000000000000e+00,4.500000000000000000e+00,-1.500000000000000000e+00,1.550000000000000000e+01,8.272967398000000117e+01,8.367261584136869601e+01,1.860061545000000081e+02,1.871072144412989928e+02
6.000000000000000000e+00,7.100000000000000000e+01,4.400000000000000000e+01,9.200000000000000000e+01,1.180000000000000000e+02,8.900000000000000000e+03,1.900000000000000000e+01,1.400000000000000000e+01,3.600000000000000000e+01,4.600000000000000000e+01,6.000000000000000000e+00,6.500000000000000000e+00,1.476000000000000000e+03,1.901000000000000000e+03,5.000000000000000000e+00,5.000000000000000000e-01,-1.600000000000000000e+01,1.000000000000000000e+01,2.385487307000000001e+01,2.461445785538079889e+01,2.511586425999999861e+01,2.639315917097680142e+01
8.000000000000000000e+00,3.500000000000000000e+01,4.500000000000000000e+01,8.000000000000000000e+01,1.430000000000000000e+02,5.200000000000000000e+03,6.000000000000000000e+00,3.200000000000000000e+01,1.700000000000000000e+01,2.600000000000000000e+01,9.099999999999999645e+00,3.600000000000000089e+00,3.395000000000000000e+03,5.440000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e+00,1.300000000000000000e+01,1.550000000000000000e+01,9.737085780999999329e+00,1.099931268668339968e+01,6.348744555999999761e+01,6.434921645616110197e+01
3.000000000000000000e+00,3.700000000000000000e+01,3.800000000000000000e+01,7.800000000000000000e+01,8.500000000000000000e+01,3.100000000000000000e+03,3.100000000000000000e+01,1.200000000000000000e+01,1.100000000000000000e+01,2.300000000000000000e+01,2.899999999999999911e+00,5.500000000000000000e+00,3.950000000000000000e+02,1.361000000000000000e+03,5.000000000000000000e+00,4.000000000000000000e+00,1.850000000000000000e+01,-1.500000000000000000e+01,4.735998167999999708e+01,4.772775143182509794e+01,1.321494170000000068e+01,1.355163766958099991e+01
8.000000000000000000e+00,8.800000000000000000e+01,2.000000000000000000e+01,1.010000000000000000e+02,1.260000000000000000e+02,2.400000000000000000e+03,2.500000000000000000e+01,4.000000000000000000e+00,4.900000000000000000e+01,4.100000000000000000e+01,3.500000000000000000e+00,6.400000000000000355e+00,5.390000000000000000e+02,1.843000000000000000e+03,4.000000000000000000e+00,3.500000000000000000e+00,0.000000000000000000e+00,1.050000000000000000e+01,8.157552420999999754e+01,8.276962516615499510e+01,3.523443157999999897e+01,3.663336331047209882e+01
2.000000000000000000e+00,1.980000000000000000e+02,5.000000000000000000e+01,9.700000000000000000e+01,6.700000000000000000e+01,2.100000000000000000e+03,1.100000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,2.500000000000000000e+00,4.799999999999999822e+00,2.870000000000000000e+02,9.450000000000000000e+02,3.000000000000000000e+00,3.500000000000000000e+00,-1.700000000000000000e+01,1.450000000000000000e+01,8.331828634999999394e+01,8.395433242604660506e+01,2.482799213999999921e+01,2.546918482422600150e+01
3.000000000000000000e+00,1.810000000000000000e+02,3.100000000000000000e+01,7.900000000000000000e+01,9.800000000000000000e+01,3.400000000000000000e+03,3.300000000000000000e+01,2.400000000000000000e+01,4.600000000000000000e+01,3.500000000000000000e+01,4.700000000000000178e+00,6.099999999999999645e+00,1.016000000000000000e+03,1.749000000000000000e+03,1.500000000000000000e+00,5.000000000000000000e+00,-6.500000000000000000e+00,-7.000000000000000000e+00,3.889069578000000149e+01,3.990407612470760057e+01,2.426370058999999912e+01,2.522792459057230019e+01
